date,new_cases,new_deaths,total_cases,total_deaths,stringency_index,containment_health_index,new_cases_ma,new_deaths_ma,negative_news_intensity
2020-01-01,0,0,0,0,0.0,0.0,,,0.0
2020-01-02,0,0,0,0,0.0,0.0,,,0.0
2020-01-03,0,0,0,0,0.0,0.0,,,0.0
2020-01-04,0,0,0,0,0.0,0.0,,,0.0
2020-01-05,0,0,0,0,0.0,0.0,,,0.0
2020-01-06,0,0,0,0,0.0,0.0,,,0.0
2020-01-07,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-01-08,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-01-09,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-01-10,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-01-11,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-01-12,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-01-13,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-01-14,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-01-15,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-01-16,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-01-17,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-01-18,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-01-19,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2020-01-20,1,0,1,0,0.0,0.0,0.14285714285714285,0.0,1.0541651117731268e-06
2020-01-21,0,0,1,0,0.0,5.95,0.14285714285714285,0.0,0.0
2020-01-22,0,0,1,0,0.0,5.95,0.14285714285714285,0.0,0.0
2020-01-23,0,0,1,0,0.0,5.95,0.14285714285714285,0.0,0.0
2020-01-24,0,0,1,0,0.0,5.95,0.14285714285714285,0.0,0.0
2020-01-25,5,0,6,0,0.0,5.95,0.8571428571428571,0.0,5.270825558865634e-06
2020-01-26,1,0,7,0,0.0,5.95,1.0,0.0,1.0541651117731268e-06
2020-01-27,0,0,7,0,0.0,5.95,0.8571428571428571,0.0,0.0
2020-01-28,1,0,8,0,0.0,5.95,1.0,0.0,1.0541651117731268e-06
2020-01-29,0,0,8,0,0.0,5.95,1.0,0.0,0.0
2020-01-30,0,0,8,0,0.0,5.95,1.0,0.0,0.0
2020-01-31,0,0,8,0,0.0,5.95,1.0,0.0,0.0
2020-02-01,0,0,8,0,0.0,5.95,0.2857142857142857,0.0,0.0
2020-02-02,1,0,9,0,5.56,9.52,0.2857142857142857,0.0,0.027801053506480447
2020-02-03,1,0,10,0,5.56,9.52,0.42857142857142855,0.0,0.027801053506480447
2020-02-04,3,0,13,0,5.56,9.52,0.7142857142857143,0.0,0.027803161836703994
2020-02-05,4,0,17,0,5.56,9.52,1.2857142857142858,0.0,0.02780421600181577
2020-02-06,2,0,19,0,5.56,15.48,1.5714285714285714,0.0,0.027802107671592222
2020-02-07,0,0,19,0,5.56,15.48,1.5714285714285714,0.0,0.027799999341368675
2020-02-08,0,0,19,0,5.56,15.48,1.5714285714285714,0.0,0.027799999341368675
2020-02-09,1,0,20,0,5.56,15.48,1.5714285714285714,0.0,0.027801053506480447
